iter	Logloss
0	0.588605957
1	0.5081439887
2	0.4415102471
3	0.3845206706
4	0.3451165771
5	0.3077271525
6	0.2735125563
7	0.2353200277
8	0.2140672133
9	0.193091685
10	0.1700879584
11	0.1526532491
12	0.1379595269
13	0.1266499668
14	0.1179056888
15	0.10984709
16	0.1030695258
17	0.0984817844
18	0.09275106642
19	0.08879074097
20	0.08588356018
21	0.08337034437
22	0.08065507677
23	0.07601128472
24	0.07403549194
25	0.07140077379
26	0.06999604119
27	0.06852737851
28	0.06625203451
29	0.0645344162
30	0.06364398956
31	0.06268758138
32	0.061150678
33	0.06042006599
34	0.05937499152
35	0.0578366767
36	0.05661238776
37	0.05601504008
38	0.05508814494
39	0.05442536248
40	0.05303111182
41	0.05268167708
42	0.05210124969
43	0.05150954776
44	0.05045039283
45	0.05010542552
46	0.04880808936
47	0.04827889336
48	0.04754875183
49	0.04706498888
50	0.04670262231
51	0.04643641154
52	0.04543667263
53	0.04476115757
54	0.04412364536
55	0.04388156043
56	0.04333675385
57	0.04284543355
58	0.04253492991
59	0.04178040398
60	0.04123912387
61	0.04084562514
62	0.04070759243
63	0.04031365712
64	0.03986336602
65	0.03967225817
66	0.03902236938
67	0.03887104458
68	0.03853551229
69	0.03829799228
70	0.03789591471
71	0.03766310798
72	0.03722271389
73	0.03705508762
74	0.0368291982
75	0.03654607985
76	0.03625228882
77	0.03599090152
78	0.03573298136
79	0.03550942739
80	0.03499416987
81	0.03481775708
82	0.03456501219
83	0.03430417379
84	0.0336792628
85	0.0333952607
86	0.03328098721
87	0.03298941082
88	0.03280334897
89	0.03247479969
90	0.03232718574
91	0.03212376912
92	0.03194455041
93	0.03176537832
94	0.03128649394
95	0.03105226305
96	0.03091993968
97	0.03063871808
98	0.03049386342
99	0.03033326891
100	0.03002231174
101	0.02971845415
102	0.0295819558
103	0.02942372852
104	0.02905704074
105	0.02882492913
106	0.02862007989
107	0.02847893609
108	0.02824551053
109	0.02812020196
110	0.02799313651
111	0.02785198636
112	0.02758678012
113	0.02747358534
114	0.02731871287
115	0.02719532437
116	0.02690260145
117	0.02674621582
118	0.02656869676
119	0.02621655782
120	0.02602920956
121	0.02588097254
122	0.02572548125
123	0.02554636214
124	0.02532576243
125	0.0251498074
126	0.02501981311
127	0.02489347882
128	0.02471356286
129	0.02457854165
130	0.02432047738
131	0.02416118622
132	0.0239544932
133	0.02381972419
134	0.02369920095
135	0.02358697891
136	0.0234444703
137	0.02319747501
138	0.02313264635
139	0.02296929253
140	0.0227922927
141	0.02263335122
142	0.02253066593
143	0.02237360001
144	0.02226461199
145	0.02216622882
146	0.02198579576
147	0.0218566725
148	0.02175877677
149	0.02163582272
150	0.02153420342
151	0.02137135824
152	0.02128054089
153	0.02111271328
154	0.02099179162
155	0.02087215424
156	0.02080375248
157	0.02062200334
158	0.02057431751
159	0.02045029958
160	0.0203451644
161	0.02021813287
162	0.0200278049
163	0.0198879581
164	0.01972950829
165	0.01965196609
166	0.01951959822
167	0.01941712485
168	0.01934382121
169	0.0192557568
170	0.01910048591
171	0.01894498613
172	0.018819703
173	0.018715566
174	0.01862518734
175	0.01857314852
176	0.01849603017
177	0.01828091092
178	0.01819315381
179	0.01804969576
180	0.01785639657
181	0.01776005639
182	0.01760821131
183	0.01743628608
184	0.01735868878
185	0.01729445457
186	0.01718344371
187	0.01712811152
188	0.01700967577
189	0.01696312586
190	0.01683587286
191	0.01676359283
192	0.01666722192
193	0.01656387753
194	0.01648003896
195	0.01638772117
196	0.01629773034
197	0.01619975302
198	0.0161019357
199	0.01602802595
